epoch,acc,loss,val_acc,val_loss
0,0.5230000019073486,0.6956780552864075,0.5460000038146973,0.6864716410636902
1,0.5590000152587891,0.6821171641349792,0.593999981880188,0.6612696647644043
2,0.6004999876022339,0.6662134528160095,0.6399999856948853,0.641735851764679
3,0.6194999814033508,0.6593294143676758,0.6840000152587891,0.623684823513031
4,0.6489999890327454,0.6404331922531128,0.7210000157356262,0.6067994832992554
5,0.7020000219345093,0.6206302046775818,0.7400000095367432,0.5910816788673401
6,0.699999988079071,0.6163294315338135,0.7720000147819519,0.5760118365287781
7,0.7275000214576721,0.6003336906433105,0.7900000214576721,0.5610014200210571
8,0.7269999980926514,0.5942285060882568,0.8040000200271606,0.5477752685546875
9,0.7475000023841858,0.581305742263794,0.8130000233650208,0.5349231362342834
10,0.7605000138282776,0.5690158605575562,0.8230000138282776,0.5234528183937073
11,0.7714999914169312,0.5597406625747681,0.8389999866485596,0.5106798410415649
12,0.7860000133514404,0.5447503924369812,0.8450000286102295,0.4989817142486572
13,0.7904999852180481,0.5415807962417603,0.8389999866485596,0.49037644267082214
14,0.7760000228881836,0.5397480130195618,0.8550000190734863,0.47794610261917114
15,0.7975000143051147,0.521259605884552,0.8539999723434448,0.4690706133842468
16,0.796999990940094,0.5188997983932495,0.859000027179718,0.45902860164642334
17,0.8180000185966492,0.5071404576301575,0.859000027179718,0.45098671317100525
18,0.8059999942779541,0.5089414119720459,0.8629999756813049,0.44132718443870544
19,0.8199999928474426,0.4906097650527954,0.8640000224113464,0.43363434076309204
20,0.8364999890327454,0.4778180420398712,0.8709999918937683,0.4238958954811096
21,0.8215000033378601,0.4862750470638275,0.875,0.4155918061733246
22,0.8165000081062317,0.48139849305152893,0.8759999871253967,0.4088824689388275
23,0.8259999752044678,0.46769607067108154,0.875,0.40299350023269653
24,0.8335000276565552,0.4644961655139923,0.8809999823570251,0.39479032158851624
25,0.8445000052452087,0.4560794532299042,0.8830000162124634,0.3868601322174072
26,0.8464999794960022,0.44558820128440857,0.8830000162124634,0.3806503415107727
27,0.843999981880188,0.4437086582183838,0.8880000114440918,0.37395232915878296
28,0.8385000228881836,0.437394380569458,0.8899999856948853,0.3675136864185333
29,0.8475000262260437,0.4353690445423126,0.8920000195503235,0.36051392555236816
30,0.8514999747276306,0.4259336292743683,0.8930000066757202,0.3559008538722992
31,0.8529999852180481,0.4239075183868408,0.8980000019073486,0.34775954484939575
32,0.8610000014305115,0.42092806100845337,0.8989999890327454,0.34209540486335754
33,0.8610000014305115,0.4099125862121582,0.8989999890327454,0.3376655876636505
34,0.8575000166893005,0.4086039662361145,0.9010000228881836,0.3335232436656952
35,0.8579999804496765,0.4054960310459137,0.9010000228881836,0.3276706337928772
36,0.862500011920929,0.395877480506897,0.9079999923706055,0.32038772106170654
37,0.8665000200271606,0.3882664740085602,0.9100000262260437,0.31516894698143005
38,0.8634999990463257,0.3861936926841736,0.9110000133514404,0.31313472986221313
39,0.8715000152587891,0.39082425832748413,0.9079999923706055,0.3098914325237274
40,0.8615000247955322,0.38663050532341003,0.9129999876022339,0.3030995726585388
41,0.8709999918937683,0.3797365128993988,0.9120000004768372,0.30032095313072205
42,0.8650000095367432,0.38454023003578186,0.9139999747276306,0.29636093974113464
43,0.878000020980835,0.36517444252967834,0.9160000085830688,0.2921549081802368
44,0.8634999990463257,0.368948757648468,0.9169999957084656,0.28883543610572815
45,0.8734999895095825,0.36563971638679504,0.9210000038146973,0.28317609429359436
46,0.871999979019165,0.3631881773471832,0.9229999780654907,0.2788873016834259
47,0.8759999871253967,0.3552172780036926,0.9229999780654907,0.2743053734302521
48,0.8700000047683716,0.35268959403038025,0.925000011920929,0.27063751220703125
49,0.878000020980835,0.35359859466552734,0.925000011920929,0.26773563027381897
