epoch,acc,loss,val_acc,val_loss
0,0.5410000085830688,0.7879043221473694,0.5419999957084656,0.6931469440460205
1,0.597000002861023,0.6792694330215454,0.6809999942779541,0.6165931820869446
2,0.612500011920929,0.6567232012748718,0.6349999904632568,0.6270173788070679
3,0.6489999890327454,0.6332113742828369,0.6949999928474426,0.5740336775779724
4,0.6679999828338623,0.6128150820732117,0.7059999704360962,0.57281094789505
5,0.6629999876022339,0.6525771617889404,0.7210000157356262,0.5646660327911377
6,0.6830000281333923,0.6058874130249023,0.7229999899864197,0.537786602973938
7,0.6744999885559082,0.6092997789382935,0.7229999899864197,0.5665817260742188
8,0.6945000290870667,0.6025840044021606,0.7039999961853027,0.5646434426307678
9,0.6679999828338623,0.6080036163330078,0.7239999771118164,0.582508385181427
10,0.7039999961853027,0.5933411717414856,0.7170000076293945,0.552371084690094
11,0.6865000128746033,0.5864530801773071,0.7450000047683716,0.5258356928825378
12,0.6965000033378601,0.5768798589706421,0.7059999704360962,0.5589599013328552
13,0.7059999704360962,0.5773899555206299,0.7369999885559082,0.5759811997413635
14,0.7045000195503235,0.5671601891517639,0.7080000042915344,0.5516617298126221
15,0.6984999775886536,0.5771672129631042,0.7160000205039978,0.5228814482688904
16,0.7210000157356262,0.5755241513252258,0.7269999980926514,0.5222324728965759
17,0.7145000100135803,0.579984188079834,0.7099999785423279,0.5659734010696411
18,0.7200000286102295,0.5558105111122131,0.7390000224113464,0.5142521262168884
19,0.7210000157356262,0.5640318989753723,0.7519999742507935,0.5103921294212341
20,0.7085000276565552,0.5883365869522095,0.75,0.5054211616516113
21,0.737500011920929,0.5513260960578918,0.7300000190734863,0.5332517027854919
22,0.7404999732971191,0.5443379282951355,0.7599999904632568,0.4998496174812317
23,0.7279999852180481,0.5635860562324524,0.7310000061988831,0.5281351208686829
24,0.7294999957084656,0.5485526323318481,0.7390000224113464,0.5303360819816589
25,0.7379999756813049,0.5370904803276062,0.7630000114440918,0.4871685802936554
26,0.7384999990463257,0.5325155854225159,0.7450000047683716,0.5263271331787109
27,0.7360000014305115,0.5377821922302246,0.7540000081062317,0.4858962297439575
28,0.7360000014305115,0.5308130979537964,0.7630000114440918,0.505067765712738
29,0.7315000295639038,0.5276480317115784,0.7450000047683716,0.5547360777854919
