epoch,acc,loss,val_acc,val_loss
0,0.546999990940094,0.8039253354072571,0.6299999952316284,0.6593074202537537
1,0.6324999928474426,0.6557670831680298,0.6679999828338623,0.6048519015312195
2,0.7145000100135803,0.581680953502655,0.6480000019073486,0.6233052611351013
3,0.7534999847412109,0.5065411329269409,0.7009999752044678,0.5939708352088928
4,0.8040000200271606,0.41772422194480896,0.6759999990463257,0.689515233039856
5,0.862500011920929,0.3251572549343109,0.7120000123977661,0.6754420399665833
6,0.890999972820282,0.2502787411212921,0.7039999961853027,0.7855938673019409
7,0.9309999942779541,0.1726657599210739,0.7149999737739563,0.8532185554504395
8,0.9545000195503235,0.12866194546222687,0.7089999914169312,1.0211710929870605
9,0.9764999747276306,0.08135786652565002,0.7120000123977661,1.2201799154281616
10,0.968500018119812,0.10786162316799164,0.7229999899864197,1.203315258026123
11,0.9789999723434448,0.09051218628883362,0.6930000185966492,1.835001826286316
12,0.9825000166893005,0.06803017854690552,0.6980000138282776,1.7886751890182495
13,0.9860000014305115,0.03817196935415268,0.6959999799728394,1.6200965642929077
14,0.9940000176429749,0.026214053854346275,0.6169999837875366,2.957575798034668
